,Frequency (MHz),Clean_EIRP(dBm)
783,152.4275,-92.72198523373334
784,152.52,-93.80676991681567
785,152.6125,-94.95278675245979
786,152.705,-95.42973512759599
787,152.7975,-93.1346392814679
788,152.89,-93.11107585284729
789,152.9825,-90.78212449211775
790,153.075,-90.99163986755545
791,153.1675,-95.99403479053265
792,153.26,-99.38960562124954
793,153.3525,-96.3535882223531
794,153.445,-94.54293415692639
795,153.5375,-94.53671127450909
796,153.63,-97.23823341218294
797,153.7225,-99.3628193095206
798,153.815,-95.56516505133969
799,153.9075,-95.14391342958251
800,154.0,-96.73472453986125
801,154.0925,-101.25408359656326
802,154.185,-101.43887388547812
803,154.2775,-96.64839083493004
804,154.37,-92.99872019747723
805,154.4625,-94.99560147562163
806,154.555,-97.24136150023092
807,154.6475,-94.12406409838397
808,154.74,-93.22209304460526
809,154.8325,-92.57092547542099
810,154.925,-94.1756401649753
811,155.0175,-97.0087616085188
812,155.11,-97.07652262068899
813,155.2025,-98.81066970657862
814,155.295,-93.36412136108657
815,155.3875,-92.8806706047051
816,155.48,-100.68879548051979
817,155.5725,-97.1620420570587
818,155.665,-95.45889091406566
819,155.7575,-91.32442992436502
820,155.85,-92.57196032494042
821,155.9425,-95.4557098629623
822,156.035,-94.26232418933787
823,156.1275,-94.79826098655899
824,156.22,-93.47954948775114
825,156.3125,-99.68088179134655
826,156.405,-95.11145279638639
827,156.4975,-96.71833449817038
828,156.59,-95.53459050100781
829,156.6825,-93.46081586371513
830,156.775,-93.92140418866879
831,156.8675,-91.99053468158576
832,156.96,-87.8805678036619
833,157.0525,-88.78066809444014
834,157.145,-98.21611890377736
835,157.2375,-98.51548839239669
836,157.33,-98.63109338385908
837,157.4225,-101.63770267150973
838,157.515,-97.19072556081554
839,157.6075,-98.9754805899809
840,157.7,-101.50025379881326
841,157.7925,-101.50295325892544
842,157.885,-104.69832437394801
843,157.9775,-105.3325752261656
844,158.07,-101.06853935337111
845,158.1625,-105.40618001337032
846,158.255,-104.56766579829898
847,158.3475,-110.27296791271878
848,158.44,-104.54569933535274
849,158.5325,-98.66338854833745
850,158.625,-96.48665203404475
851,158.7175,-99.77111774022659
852,158.81,-101.244735041701
853,158.9025,-100.22208999318357
854,158.995,-106.42152380574512
855,159.0875,-95.77432327620076
856,159.18,-94.98968829571058
857,159.2725,-96.97322712080197
858,159.365,-97.51415352670747
859,159.4575,-96.81376327419653
860,159.55,-95.4919885204732
861,159.6425,-91.78257650331255
862,159.735,-95.21351657487308
863,159.8275,-93.85004622416764
864,159.92,-93.47232132903619
865,160.0125,-94.3535041070602
866,160.105,-94.8786051905877
867,160.1975,-95.03536332156176
868,160.29,-91.33185448616226
869,160.3825,-91.21017392550988
870,160.475,-90.20321078544156
871,160.5675,-89.73296103625214
872,160.66,-93.15841442038355
873,160.7525,-93.7828468654164
874,160.845,-90.60558430713145
875,160.9375,-90.46423790969689
876,161.03,-95.1446079750427
877,161.1225,-94.1509309645337
878,161.215,-94.04999052625256
879,161.3075,-96.67547231453425
880,161.4,-93.4669450929753
881,161.4925,-92.38693054364299
882,161.585,-92.44448541073099
883,161.6775,-92.53932739728072
884,161.77,-95.45035688006962
885,161.8625,-94.68801211602381
886,161.955,-95.83801059154624
887,162.0475,-92.56806431888039
888,162.14,-92.12429997894415
889,162.2325,-91.65006702394135
890,162.325,-92.11838313501593
891,162.4175,-92.7533666180294
892,162.51,-91.65897118811873
893,162.6025,-94.54713783938259
894,162.695,-90.67492565689825
895,162.7875,-89.86078621896574
896,162.88,-92.31846107566778
897,162.9725,-97.77113594162358
898,163.065,-97.37718822888993
899,163.1575,-98.91308809939926
900,163.25,-94.82843206941999
901,163.3425,-93.70182485839723
902,163.435,-95.98385642186696
903,163.5275,-97.68299285081034
904,163.62,-100.1206377891552
905,163.7125,-95.57990067041976
906,163.805,-95.00806002531384
907,163.8975,-94.17938595887193
908,163.99,-93.13080496390279
909,164.0825,-97.36236056377969
910,164.175,-98.17029946309384
911,164.2675,-98.35053468629812
912,164.36,-101.02112990414389
913,164.4525,-98.6628977302582
914,164.545,-96.44858528970205
915,164.6375,-96.01674753340808
916,164.73,-97.97833789179423
917,164.8225,-97.73735042988635
918,164.915,-98.68792030682675
919,165.0075,-99.6841851144031
920,165.1,-97.07908095964954
921,165.1925,-99.00809241245668
922,165.285,-98.10280971788116
923,165.3775,-98.49874304720389
924,165.47,-97.53343909722528
925,165.5625,-95.95218123306536
